list_rank,bgm_rank,id,name,name_cn,year,score,votes,tags,url
682,1324,1264,魔法少女リリカルなのはStrikerS,魔法少女奈叶StrikerS,2007,7.3,2255,百合|魔炮|魔法少女|TV|魔法少女リリカルなのはStrikerS|2007|魔炮人妻|魔法少女奈叶SS|原创|暴君|2007年4月|奈叶|魔法妈妈|SevenArcs|魔法少女奈叶|战斗|冥王|日本|魔炮特战部队！|水树奈奈|田村ゆかり|SEVEN・ARCS|草川啓造|菲特|科幻|奇幻|续作|魔法|草川启造|都築真紀,https://chii.in/subject/1264
683,1328,7150,そらのおとしものf,天降之物f,2010,7.3,6434,后宫|肉|天降之物|天降软妹|2010年10月|TV|卖肉|漫画改|AIC|2010|后宫追加|搞笑|天降后宫|绅士动画|绅士|漫改|人渣树|奇幻|日本|恋爱|日常|肉番|爷爷|战斗|校园|早见沙织|天降小KK|续作|斎藤久|智神,https://chii.in/subject/7150
684,1329,82322,花物語,花物语,2014,7.3,7206,物语系列|新房昭之|SHAFT|西尾维新|轻小说改|TV|2014年7月|2014|花物语|奇幻|百合|泽城美雪|轻改|小说改|OVA|板村智幸|日本|后宫|有生之年|物语|校园|2014年|2014年8月|神谷浩史|恋爱|阿澄佳奈|续作|吐槽|怪异|青春,https://chii.in/subject/82322
686,1332,100405,ハロー!!きんいろモザイク,HELLO!! 黄金拼图,2015,7.3,2979,百合|芳文社|2015年4月|漫画改|Studio五组|日常|治愈|TV|萌|黄金拼图|2015|萝莉|东山奈央|漫改|种田梨沙|轻百合|校园|日本|Studio五組|天冲|西明日香|搞笑|天衝|萌豚|续作|2015年|轻百|原悠衣|萌系|LOLI,https://chii.in/subject/100405
689,1344,1743,東京マグニチュード8.0,东京地震8.0,2009,7.3,2911,BONES|灾难片|東京マグニチュード8.0|地震|原创|TV|2009年7月|2009|骨头社|noitaminA|治愈|中二少女|原创动画|中二|催泪|鬼片|灾难|KINEMACITRUS|日本|橘正纪|七月新番|亲情|橘正紀|2009年|虚构|高橋ナツコ|KINEMA_CITRUS|大谷幸|剧情|日本动画,https://chii.in/subject/1743
691,1347,132734,冴えない彼女の育てかた ♭,路人女主的养成方法 ♭,2017,7.3,14582,A-1Pictures|轻小说改|后宫|恋爱|2017年4月|丸户史明|路人女主的养成方法|TV|党争|2017|轻改|深崎暮人|校园|小说改|日本|noitaminA|日常|路人女主|搞笑|青春|龟井干太|续作|亀井幹太|2017年|丸戸史明|松冈祯丞|加藤惠|A-1_Pictures|茅野爱衣|卖肉,https://chii.in/subject/132734
692,1348,477207,真夜中ぱんチ,深夜重拳,2024,7.3,6876,原创|P.A.WORKS|2024年7月|搞笑|百合|TV|无法预测的命运之舞台|奇幻|2024|日本|本间修|日常|白坂英晃|吸血鬼|本間修|轻百合|自媒体|長谷川育美|职场|2024年|偶像|深夜重拳|2024夏|喜剧|直播|羊宮妃那|长谷川育美|轻百|羊宫妃那|治愈,https://chii.in/subject/477207
693,1357,273843,BEASTARS,动物狂想曲,2019,7.3,8809,orange|2019年10月|动物|TV|恋爱|漫改|校园|3D|漫画改|2019|BEASTARS|悬疑|神前暁|松見真一|日本|奇幻|オレンジ|樋口七海|剧情|furry|松见真一|战斗|神前晓|2019年|漫画改编|2019秋|板垣巴留|社会|季番|动画,https://chii.in/subject/273843
694,1358,373267,SPY×FAMILY 第2クール,间谍过家家 第2部分,2022,7.3,13960,搞笑|日常|2022年10月|WITSTUDIO|CloverWorks|漫画改|家庭喜剧|TV|漫改|2022|间谍过家家|治愈|续作|古桥一浩|日本|战斗|家庭|古橋一浩|喜剧|校园|2022年|WIT_STUDIO|早见沙织|亲情|谍战|萌|江口拓也|恋爱|奇幻|日本动画,https://chii.in/subject/373267
696,1360,130234,グリザイアの楽園,灰色的乐园,2015,7.3,4652,GAL改|后宫|2015年4月|TV|灰色的乐园|游戏改|灰色系列|恋爱|8-Bit|2015|灰色的果实|8bit|校园|灰色的迷宫|战斗|渡边明夫|日本|天冲|天衝|樱井孝宏|续作|卖肉|2015年|仓田英之|倉田英之|渡辺明夫|2015春|灰色三部曲|肉|エイトビット,https://chii.in/subject/130234
697,1361,69496,WHITE ALBUM2,白色相簿2,2013,7.3,9093,GAL改|恋爱|白色相簿|党争|2013年10月|TV|校园|Satelight|2013|游戏改|脱宅神作|leaf|和纱雪菜两党不能共存|丸户史明|安藤正臣|日本|胃疼|白学|音乐|青春|丸戸史明|白色相簿2|三角恋|2013年|雪菜哭哭哦|后宫|扭曲|生天目仁美|胃药|三角,https://chii.in/subject/69496
698,1362,249637,私に天使が舞い降りた！,天使降临到了我身边！,2019,7.3,11470,百合|动画工房|萝莉|日常|2019年1月|萌豚|漫画改|TV|萌|搞笑|2019|治愈|漫改|動画工房|日本|轻百合|平牧大輔|LOLI|平牧大辅|萌系|轻百|一迅社|2019年|废萌|山田由香|天使降临到了我身边|校园|上田丽奈|鬼头明里|芳文社,https://chii.in/subject/249637
699,1363,79114,京騒戯画,京骚戏画,2013,7.3,2542,2013年10月|原创|TV|東映アニメーション|钉宫理惠|东映|京骚戏画|2013|京騒戯画|超自然系|松本理恵|奇幻|石田彰|原创动画|松本理惠|东映动画|铃村健一|治愈|東映|日本|喜多村英梨|椎名豪|TVA|2013年|战斗|林祐己|鈴村健一|十月番预定|釘宮理恵|東堂いづみ,https://chii.in/subject/79114
701,1365,191056,龍の歯医者,龙的牙医,2017,7.3,3690,Khara|原创|鶴巻和哉|庵野秀明|OVA|奇幻|2017|2017年2月|TV|舞城王太郎|剧场版|鹤卷和哉|榎户洋司|NHK|日本|TVSP|战斗|2017年|战争|2017年1月|榎戸洋司|治愈|吉浦康裕|龙的牙医|林原惠|林原惠美|10年代|2010s|日本动画|动画电影,https://chii.in/subject/191056
702,1366,282372,安達としまむら,安达与岛村,2020,7.3,6673,百合|轻小说改|恋爱|2020年10月|校园|入间人间|TV|手冢Production|2020|日常|轻改|安达与岛村|小说改|日本|手塚PRODUCTION|GL|桑原智|治愈|2020年|手塚プロダクション|伊藤美来|青春|真百|大知慶一郎|萌|鬼頭明里|鬼头明里|季番|入間人間|大知庆一郎,https://chii.in/subject/282372
706,1377,15489,Persona4 the ANIMATION,女神异闻录4,2011,7.3,3142,女神异闻录4|游戏改|2011年10月|persona4|TV|RPG改编|AIC|2011|番长|目黑将司|浪川大辅|Atlus|岸诚二|这是最后的PS2游戏|奇幻|战斗|女神异闻录|日本|岸誠二|アニメ|PERSONA|TV动画|校园|2011秋アニメ|2011年|搞笑|P4|堀江由衣|日常|悬疑,https://chii.in/subject/15489
707,1378,529431,ダンダダン 第2期,胆大党 第二季,2025,7.3,8063,战斗|奇幻|漫画改|2025年7月|ScienceSARU|TV|搞笑|2025|日本|漫改|续作|校园|少年向|科幻|山代风我|恋爱|怪谈|热血|牛尾宪辅|胆大党|超能力|山代風我|2025夏|2025年|猎奇|AbelGongora|Gongora|Abel|瀬古浩司|濑古浩司,https://chii.in/subject/529431
715,1396,2617,そらのおとしもの,天降之物,2009,7.3,8466,卖肉|后宫|天降之物|2009年10月|TV|内裤飞行|AIC|漫画改|天降软妹|杀必死|2009|肉|早見沙織|搞笑|绅士|奇幻|漫改|保志総一朗|西瓜|日本|烧钱ED|校园|恋爱|日常|软妹子|肉番|战斗|早见沙织|斎藤久|2009年,https://chii.in/subject/2617
717,1400,513018,小市民シリーズ 第2期,小市民系列 第二季,2025,7.3,4341,推理|2025年4月|小说改|TV|日常|米泽穗信|LapinTrack|校园|2025|日本|轻小说改|续作|轻改|神户守|小市民|恋爱|悬疑|2025年|神戸守|4月|羊宫妃那|大野敏哉|羊宮妃那|小市民系列|ラパントラック|青春|PG|季番|2025春|斋藤敦史,https://chii.in/subject/513018
719,1412,69494,ガッチャマン クラウズ,科学小飞侠Crowds,2013,7.3,2098,2013年7月|原创|龙之子|TV|科学小飞侠Crowds|科幻|中村健治|2013|岩崎琢|特摄|宫野真守|平野绫|内田真礼|龙之子Production|战斗|大野敏哉|タツノコプロ|日本|奇幻|逢坂良太|2013年|季番|搞笑|2013夏|浪川大辅|竜の子プロダクション|原创动画|补番|TVA|动画,https://chii.in/subject/69494
720,1413,1426,Phantom -Requiem for the Phantom-,幻灵镇魂曲,2009,7.3,2537,虚渊玄|Phantom|Nitro+|TV|杀手|2009年4月|GAL改|2009|真下耕一|游戏改|黑田洋介|沢城みゆき|BEETRAIN|狗血|绝望|入野自由|Ein|战斗|致郁|09年4月|黑帮|黑暗|n+|2009年|日本|枪战|黒田洋介|虚淵玄|高垣彩阳|动画,https://chii.in/subject/1426
721,1414,350764,鬼滅の刃 無限列車編,鬼灭之刃 无限列车篇,2021,7.3,9654,战斗|热血|ufotable|漫画改|2021年10月|鬼灭之刃|TV|奇幻|2021|漫改|JUMP|剧场版|日本|梶浦由记|续作|外崎春雄|2021年|催泪|石田彰|搞笑|椎名豪|日漫|冒险|日本动画|励志|TVA|undefined|表番|下野紘|鬼滅の刃,https://chii.in/subject/350764
722,1415,344422,ハコヅメ～交番女子の逆襲～,秘密内幕～女子警察的逆袭～,2022,7.3,3837,职场|MADHouse|搞笑|2022年1月|漫画改|日常|TV|2022|漫改|警察|石川由依|佐藤雄三|若山詩音|日本|金月龍之介|2022年|百合|季番|治愈|动画|2022冬|日本动画|喜剧|泰三子|犯罪|TVA|职业|写实|1月|金月龙之介,https://chii.in/subject/344422
725,1424,424379,君のことが大大大大大好きな100人の彼女,超超超超超喜欢你的100个女朋友,2023,7.3,10015,后宫|恋爱|搞笑|2023年10月|漫画改|逆天|TV|校园|BiburyAnimationStudios|2023|漫改|倒贴|日常|日本|佐藤光|矢野茜|Bibury|纯爱|2023年|百合|恋爱喜剧|喜剧|奇幻|2023年7月|バイブリーアニメーションスタジオ|超超超超超喜欢你的100个女朋友|抽象|卖肉|沙雕|あおしまたかし,https://chii.in/subject/424379
726,1432,110048,監獄学園,监狱学园,2015,7.3,8201,搞笑|J.C.STAFF|2015年7月|漫画改|肉|TV|水岛努|监狱学园|2015|神谷浩史|校园|漫改|花泽香菜|燃|卖肉|横手美智子|日本|肉番|水島努|热血|智斗|2015年|节操|喜剧|伊藤静|小西克幸|興津和幸|恋爱|日本动画|铃村健一,https://chii.in/subject/110048
727,1435,246429,BanG Dream! 2nd Season,BanG Dream! 第二季,2019,7.3,4068,BanGDream|音乐|乐队|原创|百合|2019年1月|TV|偶像|2019|游戏改|邦邦|Bushiroad|SANZIGEN|三次元|日本|3D|校园|续作|柿本広大|日常|柿本广大|轻百合|サンジゲン|綾奈ゆにこ|绫奈由仁子|BanG_Dream!|2019年|青春|续期|粉丝向,https://chii.in/subject/246429
728,1436,145354,マナリアフレンズ,玛纳利亚的密友,2019,7.3,3362,百合|游戏改|2019年1月|TV|cygames|CygamesPictures|奇幻|2019|校园|玛娜利亚魔法学院|原创|泡面番|日常|岡本英樹|日本|轻百合|冈本英树|魔法|恋爱|治愈|2019年|异世界|2016年4月|TVA|日笠阳子|スタジオ雲雀|未确定|巴哈姆特之怒|日本动画|1月,https://chii.in/subject/145354
730,1445,146093,亜人,亚人,2016,7.3,6291,漫画改|2016年1月|科幻|TV|PolygonPictures|3D|战斗|2016|亜人|亚人|漫改|宮野真守|櫻井孝宏|细谷佳正|安藤裕章|奇幻|日本|桜井画門|悬疑|热血|智斗|2016年|剧情|宫野真守|日本动画|超能力|樱井孝宏|濑古浩司|猎奇|小松未可子,https://chii.in/subject/146093
731,1447,57978,きんいろモザイク,黄金拼图,2013,7.3,4304,百合|芳文社|萌|2013年7月|治愈|日常|漫画改|Studio五组|TV|黄金拼图|2013|LOLI|東山奈央|漫改|Studio五組|轻百合|校园|日本|萝莉|天冲|搞笑|西明日香|萌豚|天衝|种田梨沙|2013年|东山奈央|萌系|轻百|原悠衣,https://chii.in/subject/57978
732,1450,195937,結城友奈は勇者である -鷲尾須美の章-/-勇者の章-,结城友奈是勇者 -鹫尾须美之章-/-勇者之章-,2017,7.3,2742,百合|原创|Studio五组|2017年10月|魔法少女|TV|结城友奈是勇者|战斗|2017|岸诚二|致郁|奇幻|第二季|Studio五組|萌|日本|续作|福岡大生|福冈大生|2017年|轻百合|校园|治愈|上江洲诚|岸誠二|日常|上江洲誠|タカヒロ|催泪|花泽香菜,https://chii.in/subject/195937
733,1451,240039,ブギーポップは笑わない,不吉波普不笑,2019,7.3,5888,MADHouse|轻小说改|2019年1月|悬疑|TV|夏目真悟|奇幻|2019|轻改|悠木碧|牛尾憲輔|战斗|世界系|小说改|日本|鈴木智尋|群像|牛尾宪辅|意识流|不吉波普不笑|校园|2019年|电波|剧情|上遠野浩平|日本动画|2018|上远野浩平|科幻|猎奇,https://chii.in/subject/240039
734,1458,328195,鬼滅の刃 遊郭編,鬼灭之刃 游郭篇,2021,7.3,11715,热血|ufotable|战斗|漫画改|鬼灭之刃|TV|2021年10月|2021|奇幻|漫改|JUMP|2021年12月|梶浦由记|日本|外崎春雄|续作|霸权|2022年1月|2021年|搞笑|冒险|2022|椎名豪|日漫|日本动画|季番|梶浦由記|燃|泽城美雪|小西克幸,https://chii.in/subject/328195
737,1464,498378,SPY×FAMILY Season 3,间谍过家家 第三季,2025,7.3,4779,日常|2025年10月|漫画改|搞笑|CloverWorks|喜剧|TV|WITSTUDIO|2025|间谍过家家|日本|家庭|漫改|治愈|续作|战斗|家庭喜剧|今井友纪子|今井友紀子|亲情|2025年|恋爱|校园|合家欢|WIT_STUDIO|山崎莉乃|战争|京阿尼|萌|未定档,https://chii.in/subject/498378
738,1465,419846,陰の実力者になりたくて！ 2nd season,想要成为影之实力者！ 第二季,2023,7.3,9724,异世界|龙傲天|2023年10月|搞笑|轻小说改|战斗|TV|装逼|奇幻|Nexus|2023|后宫|轻改|中西和也|小说改|日本|续集|中二|穿越|续作|想要成为影之实力者|厕纸|转生|误解系|想要成为影之实力者！|校园|2023年|神作|日本动画|加藤還一,https://chii.in/subject/419846
739,1466,536,エルフェンリート,妖精的旋律,2004,7.3,6021,血腥|妖精的旋律|暴力美学|猎奇|冈本伦|TV|双重人格|2004|番茄酱|神配乐|漫画改|R18|暴力|2004年7月|Arms|Elfen_Lied|漫改|猫娘|日本|萌|科幻|战斗|OP!|奇幻|致郁|治愈|神户守|神戸守|Elfen|2004年,https://chii.in/subject/536
740,1467,505895,ネガポジアングラー,悲喜渔生,2024,7.3,5080,原创|日常|2024年10月|钓鱼|治愈|TV|NUT|2024|日本|钓鱼佬|无法预测的命运之舞台|上村泰|铃木智寻|运动|石川界人|群像|秋季|科普|搞笑|2024年|人生|2024秋|悲喜渔生|鈴木智尋|20年代|TVA|季番|2020s|励志|好看,https://chii.in/subject/505895
747,1486,5656,アマガミSS,圣诞之吻SS,2010,7.3,4961,恋爱|校园|GAL改|圣诞之吻SS|后宫|TV|2010年7月|AIC|純愛|2010|游戏改|绅士|软妹|甜蜜吻痕|伊藤静|日本|平池芳正|纯爱|真实向|日常|会长|青春|改编|2010年|圣诞之吻|阿澄佳奈|寂寞|ゆかな|play_play_play|游改,https://chii.in/subject/5656
748,1487,37137,TARI TARI,,2012,7.3,6218,P.A.WORKS|青春|校园|原创|2012年7月|治愈|音乐|TV|2012|TARI_TARI|信PA得画质|早见沙织|高垣彩阳|日常|日本|橋本昌和|励志|桥本昌和|2012夏|関口可奈味|横手美智子|百合|2012年|早見沙織|浜口史郎|高垣彩陽|TARI|瀬戸麻沙美|社团|TVA,https://chii.in/subject/37137
753,1502,10739,神のみぞ知るセカイII,只有神知道的世界 第二季,2011,7.3,6120,只有神知道的世界第二季|攻略之神|2011年4月|后宫|TV|神大人|漫画改|三次元神马的都是浮云|只有神知道的世界|2011|恋爱|Manglobe|卡密撒马|下野紘|校园|漫改|很多萌妹子|搞笑|继续攻略|奇幻|高柳滋仁|god-only-knows|日本|续作|bug魔|日常|2011年|仓田英之|早见沙织|神,https://chii.in/subject/10739
754,1506,75989,ラブライブ! 第2期,Love Live! 第二季,2014,7.3,7265,偶像|SUNRISE|校园|音乐|2014年4月|原创|LoveLive!|百合|TV|LoveLive！|2014|花田十辉|青春|萌|校園|LoveLive|京極尚彦|日本|京极尚彦|续作|轻百合|花田十輝|日常|2014年|励志|治愈|室田雄平|日本动画|TVA|LL,https://chii.in/subject/75989
755,1509,363242,古見さんは、コミュ症です。2期,古见同学有交流障碍症 第二季,2022,7.3,3925,恋爱|校园|2022年4月|搞笑|日常|漫画改|TV|OLM|2022|漫改|川越一生|续作|青春|古賀葵|日本|OLMTEAMOTA|2022年|古见同学|纯爱|治愈|古见同学有交流障碍症|喜剧|渡辺歩|日本动画|三重野瞳|2022春|オー・エル・エム|佳作|续集|TV动画,https://chii.in/subject/363242
756,1511,1025,ローゼンメイデン,蔷薇少女,2004,7.3,4586,蔷薇少女|哥特|TV|水银灯|萝莉|2004|漫画改|真红|人偶军团|2004年10月|PEACH-PIT|翠星石|奇幻|萌王|NOMAD|漫改|主席|苍星石|蔷薇乙女|日本|人偶|松尾衡|战斗|腹黑女王|百合|少女|萌|泽城美雪|2004年|田中理惠,https://chii.in/subject/1025
757,1512,245665,鬼滅の刃,鬼灭之刃,2019,7.3,20659,热血|战斗|ufotable|漫改|2019年4月|鬼灭之刃|TV|漫画改|JUMP|2019|奇幻|梶浦由记|日本|外崎春雄|椎名豪|搞笑|2019年|冒险|燃|日本动画|花江夏树|日漫|梶浦由記|半年番|剧情|吾峠呼世晴|鬼头明里|下野紘|松冈祯丞|花江夏樹,https://chii.in/subject/245665
759,1516,69944,サーバント×サービス,跟班×服务,2013,7.3,2667,日常|A-1Pictures|2013年7月|搞笑|漫画改|TV|公务员|2013|Servant×Service|恋爱|职场|漫改|鈴木達央|豊崎愛生|高津カリノ|中原麻衣|日本|茅野爱衣|A-1|治愈|山本靖贵|2013年|樱井孝宏|山本靖貴|下山健人|七月番|A-1_Pictures|丰崎爱生|大久保瑠美|櫻井孝宏,https://chii.in/subject/69944
762,1529,372010,狼と香辛料 MERCHANT MEETS THE WISE WOLF,狼与香辛料 行商邂逅贤狼,2024,7.3,4109,2024年4月|轻小说改|狼与香辛料|旅行|治愈|TV|奇幻|恋爱|Passione|2024|轻改|小说改|日本|续集|公路片|さんぺい聖|公路|重制|三瓶圣|重置|日常|经济|重制版|狼と香辛料|未定档|2024年|冒险|高桥丈夫|异世界|半年番,https://chii.in/subject/372010
764,1534,529966,らんま1/2 第2期,乱马1/2 第二季,2025,7.3,2466,MAPPA|恋爱|2025年10月|漫画改|TV|喜剧|性转|2025|日常|搞笑|奇幻|高桥留美子|日本|漫改|重制|战斗|宇田钢之介|校园|续作|宇田鋼之介|未定档|乱马|2025年|季番|林原めぐみ|动画|乱马1|日髙のり子|2|上野贵美子,https://chii.in/subject/529966
767,1538,55113,たまこまーけっと,玉子市场,2013,7.3,14491,京阿尼|原创|治愈|2013年1月|萌|日常|玉子市场|TV|山田尚子|2013|京都アニメーション|恋爱|乡村爱情|京都动画|京都|玉子超市|日本|校园|原创动画|吉田玲子|青春|搞笑|2013年|一月番|洲崎绫|废萌|萌系|堀口悠纪子|季番|百合,https://chii.in/subject/55113
770,1541,24649,アマガミSS+ plus,圣诞之吻SS+ plus,2012,7.3,3440,恋爱|圣诞之吻SS|GAL改|2012年1月|TV|校园|AIC|后宫|2012|变态绅士的后宫史|橘绅士优雅的每一天|游戏改|羞耻PLAY加强版？|第二季|+plus|日本|纯爱|NTR|圣诞之吻|续作|日常|小林智树|小林智樹|阿澄佳奈|伊藤静|青春|绅士|2012年|新番|游改,https://chii.in/subject/24649
771,1544,1600,BLEACH,死神,2004,7.3,5261,BLEACH|热血|死神|久保带人|民工|TV|JUMP|漫画改|2004|战斗|斩魄刀|2004年10月|StudioPierrot|不说啥了|漫改|BL—EACH|日本|奇幻|破面|原创中|长篇|假面|ぴえろ|未知系|動畫|2004年|童年|折笠富美子|阿部記之|额,https://chii.in/subject/1600
772,1550,402128,Fate/strange Fake -Whispers of Dawn-,命运-奇异赝品 黎明低语,2023,7.3,6379,A-1Pictures|Fate|Type-Moon|战斗|轻小说改|奇幻|2023年7月|2023|TV|成田良悟|轻改|小说改|OVA|榎户骏|日本|坂诘嵩仁|剧场版|2022|TVSP|群像|榎戸駿|坂詰嵩仁|泽野弘之|2023年|热血|大東大介|澤野弘之|SP|A-1_Pictures|2022年,https://chii.in/subject/402128
777,1566,1044,うたわれるもの,传颂之物,2006,7.3,2872,传颂之物|GAL改|兽耳|leaf|TV|梦想歌|2006年4月|游戏改|2006|奇幻|うたわれるもの|幻想|OLM|GAL|甘露树|后宫|日本|最萌|战斗|galgame|オー・エル・エム|小林智樹|最萌2006推荐|半年番|战争|萌|动画|小林智树|小山力也,https://chii.in/subject/1044
779,1569,150746,この美術部には問題がある！,这个美术社大有问题！,2016,7.3,11032,搞笑|校园|恋爱|日常|漫画改|2016年7月|Feel.|TV|2016|漫改|この美術部には問題がある！|小澤亜李|萌|及川啓|日本|及川启|青春|社团|2016年|治愈|喜剧|小林裕介|东山奈央|纯爱|荒川稔久|小泽亚李|水树奈奈|上坂堇|いみぎむる|这个美术社大有问题,https://chii.in/subject/150746
784,1578,373247,無職転生Ⅱ ～異世界行ったら本気だす～,无职转生 第二季 ～到了异世界就拿出真本事～,2023,7.3,15136,异世界|轻小说改|无职转生|StudioBind|2023年7月|TV|战斗|冒险|后宫|2023|奇幻|轻改|恋爱|小说改|日本|续集|冈本学|穿越|续作|平野宏树|校园|平野宏樹|转生|2023年|未定档|搞笑|热血|日常|神作|大野敏哉,https://chii.in/subject/373247
786,1581,7842,侵略!イカ娘,侵略！乌贼娘,2010,7.3,5282,触手娘|治愈|2010年10月|搞笑|TV|萌|水岛努|乌贼娘|萌。萌。萌。|2010|墨汁面|金元寿子|日常|漫画改|大姐是腹黑|田中理惠|萌片|Diomedéa|漫改|Diomedea|乌贼拟人|百合|中村悠一|日本|萌萌萌|横手美智子|水島努|2010年|藤村步|十月番,https://chii.in/subject/7842
787,1583,272188,邪神ちゃんドロップキック’,邪神与厨二病少女’,2020,7.3,5318,搞笑|日常|百合|2020年4月|TV|漫画改|NOMAD|轻百合|2020|漫改|萌|续作|鈴木愛奈|日本|矢野孝典|奇幻|邪神与厨二病少女|喜剧|佐藤光|轻百|萝莉|2020年|纯爱|高岭之花|后宫|玩梗|萌系|猎奇|夹心酱|魔幻,https://chii.in/subject/272188
790,1586,183492,ACCA13区監察課,ACCA13区监察课,2017,7.3,3553,MADHouse|2017年1月|漫画改|TV|悬疑|2017|政治|夏目真悟|漫改|下野紘|津田健次郎|美食|小野夏芽|久贝典史|日本|2017年|智斗|剧情|2017冬|治愈|悠木碧|日常|ACCA13区监察课|鈴木智尋|诹访部顺一|耽美|宫野真守|游佐浩二|オノ・ナツメ|17冬,https://chii.in/subject/183492
792,1588,471578,Dr.STONE SCIENCE FUTURE,石纪元 科学与未来,2025,7.3,2719,科幻|漫画改|2025年1月|热血|TV|新石纪|TMS|漫改|2025|日本|战斗|JUMP|冒险|续作|Dr.Stone|搞笑|石纪元|松下周平|科学|科普|智斗|TMSEntertainment|2025年|未定档|トムス・エンタテインメント|小林裕介|种田|奇幻|末世|剧情,https://chii.in/subject/471578
793,1589,1026,ローゼンメイデン・トロイメント,蔷薇少女 梦之终结,2005,7.3,2874,蔷薇少女|人偶|TV|水银灯|2005|真紅|漫画改|2005年10月|哥特萝莉|NOMAD|翠星石|主席|人偶军团|漫改|Rozen_Maiden_träumend|奇幻|蔷薇乙女|萝莉|梦之终结|哥特|日本|松尾衡|百合|战斗|萌|PEACH-PIT|沢城みゆき|薔薇|续作|2005年,https://chii.in/subject/1026
796,1596,5653,屍鬼,尸鬼,2010,7.3,5864,悬疑|恐怖|尸鬼|小野不由美|2010年7月|TV|2010|内涵|下巴好尖|童梦|小说改|微内涵|藤崎龙|内山昂辉|漫画改|户松遥|轻小说改|猎奇|2010年7月番|日本|人性|童夢|奇幻|noitaminA|致郁|轻改|悠木碧|网野哲郎|アニメ|血腥,https://chii.in/subject/5653
798,1610,114967,デュラララ!!×2 転,无头骑士异闻录×2 转,2015,7.2,4449,轻小说改|2015年7月|成田良悟|TV|无头骑士异闻录|2015|デュラララ!!|朱夏|奇幻|神谷浩史|轻改|无头骑士异闻录×2|群像|小说改|花泽香菜|大森贵弘|日本|剧情|大森貴弘|续作|战斗|BrainsBase|业界良心|群像剧|悬疑|2015年|宫野真守|福山润|日常|池袋,https://chii.in/subject/114967
800,1612,332261,ジョジョの奇妙な冒険 ストーンオーシャン,JOJO的奇妙冒险 石之海,2022,7.2,9609,JOJO|战斗|荒木飞吕彦|热血|TV|2022年1月|漫画改|davidproduction|漫改|2022|智斗|奇幻|石之海|大卫社|JOJO的奇妙冒险|日本|2021|加藤敏幸|david_production|续作|冒险|续篇|Netflix|荒木飛呂彦|小林靖子|david.production|2022年|超能力|JUMP|铃木健一,https://chii.in/subject/332261
802,1618,411427,SPY×FAMILY Season 2,间谍过家家 第二季,2023,7.2,10221,搞笑|日常|2023年10月|CloverWorks|漫画改|WITSTUDIO|家庭喜剧|TV|2023|漫改|间谍过家家|战斗|续集|日本|治愈|SPY×FAMILY|续作|古桥一浩|喜剧|校园|原田孝宏|大河内一楼|古橋一浩|家庭|2023年|京阿尼|亲情|WIT_STUDIO|恋爱|萌,https://chii.in/subject/411427
805,1622,228350,BANANA FISH,战栗杀机,2018,7.2,2042,MAPPA|2018年7月|漫画改|TV|耽美|2018|漫改|noitaminA|BL|内海紘子|战斗|林明美|内田雄馬|濑古浩司|野島健児|黑帮|日本|悬疑|吉田秋生|犯罪|2018年|内海纮子|致郁|催泪|战栗杀机|基|热血|腐|野岛健儿|日本动画,https://chii.in/subject/228350
807,1625,425591,アンデッドガール・マーダーファルス,不死少女 杀人笑剧,2023,7.2,5879,推理|悬疑|2023年7月|TV|奇幻|LapinTrack|小说改|轻小说改|2023|畠山守|轻改|黒沢ともよ|战斗|青崎有吾|小俣真一|日本|高木登|2023年|怪异|黑泽朋世|小中千昭|ラパントラック|剧情|动画|不死少女|2023夏|季番|TVA|2020s|日漫,https://chii.in/subject/425591
812,1639,5976,神のみぞ知るセカイ,只有神知道的世界,2010,7.2,8259,只有神知道的世界|后宫|攻陷之神|2010年10月|TV|神大人|漫画改|galgame|恋爱|Manglobe|2010|PFP|下野紘|接吻魔|漫改|校园|神哥哥|搞笑|可疑的肉片|若木民喜|日本|奇幻|高柳滋仁|花泽香菜|日常|2010-10月番|2010年|仓田英之|悠木碧|桂马,https://chii.in/subject/5976
814,1646,91986,神撃のバハムート GENESIS,巴哈姆特之怒 GENESIS,2014,7.2,3231,游戏改|MAPPA|2014年10月|TV|巴哈姆特之怒|奇幻|2014|战斗|吉野裕行|佐藤敬一|さとうけいいち|cygames|長谷川圭一|池頼広|日本|冒险|遊戲改|原创|恩田尚之|2014年|游戏改编|日本动画|热血|魔幻|沢城みゆき|游改|清水理沙|长谷川圭一|喜多村英梨|异世界,https://chii.in/subject/91986
820,1654,331445,Do It Yourself!! -どぅー・いっと・ゆあせるふ-,少女手工,2022,7.2,4554,原创|日常|2022年10月|轻百合|TV|PINEJAM|手工|百合|治愈|2022|校园|米田和弘|松尾祐輔|日本|笔安一幸|萌|2022年|社团|日本动画|轻百|PINE_JAM|松尾祐辅|搞笑|TVA|青春|空气系|DIY|2020s|筆安一幸|季番,https://chii.in/subject/331445
821,1655,77188,鬼灯の冷徹,鬼灯的冷彻,2014,7.2,3525,搞笑|2014年1月|鬼灯的冷彻|和风|漫画改|WITSTUDIO|TV|2014|漫改|安元洋贵|鬼怪神魔|奇幻|江口夏実|日常|平川大辅|安元洋貴|日本|鏑木ひろ|2014年|妖怪|吐槽|游佐浩二|WIT_STUDIO|遊佐浩二|柿原徹也|平川大輔|治愈|喜多村英梨|动画|镝木宏,https://chii.in/subject/77188
